country,year,population,sex,age, gdp_for_year ($) ,HDI for year,gdp_per_capita ($),generation,suicides/100k pop,suicides_no,region_y,sub-region_y
Romania,1993,1508500.0,male,25-34 years,"26,362,894,737",,1237.0,Boomers,21.61,326.0,Europe,Eastern Europe
Romania,1993,516800.0,female,75+ years,"26,362,894,737",,1237.0,G.I. Generation,12.0,62.0,Europe,Eastern Europe
Romania,1993,1960800.0,male,15-24 years,"26,362,894,737",,1237.0,Generation X,10.05,197.0,Europe,Eastern Europe
Romania,1993,2366500.0,female,55-74 years,"26,362,894,737",,1237.0,Silent,9.17,217.0,Europe,Eastern Europe
Romania,1993,2917900.0,female,35-54 years,"26,362,894,737",,1237.0,Boomers,6.65,194.0,Europe,Eastern Europe
Romania,1993,1468500.0,female,25-34 years,"26,362,894,737",,1237.0,Boomers,3.47,51.0,Europe,Eastern Europe
Romania,1993,1886900.0,female,15-24 years,"26,362,894,737",,1237.0,Generation X,3.02,57.0,Europe,Eastern Europe
Romania,1993,1786000.0,male,5-14 years,"26,362,894,737",,1237.0,Millenials,0.95,17.0,Europe,Eastern Europe
Romania,1993,1714000.0,female,5-14 years,"26,362,894,737",,1237.0,Millenials,0.12,2.0,Europe,Eastern Europe
Romania,1994,307900.0,male,75+ years,"30,074,440,483",,1406.0,G.I. Generation,40.6,125.0,Europe,Eastern Europe
Romania,1994,2872400.0,male,35-54 years,"30,074,440,483",,1406.0,Boomers,34.57,993.0,Europe,Eastern Europe
Romania,1994,2025500.0,male,55-74 years,"30,074,440,483",,1406.0,Silent,30.02,608.0,Europe,Eastern Europe
Romania,1994,1562300.0,male,25-34 years,"30,074,440,483",,1406.0,Boomers,21.06,329.0,Europe,Eastern Europe
Romania,1994,1936600.0,male,15-24 years,"30,074,440,483",,1406.0,Generation X,11.46,222.0,Europe,Eastern Europe
Romania,1994,508000.0,female,75+ years,"30,074,440,483",,1406.0,G.I. Generation,10.83,55.0,Europe,Eastern Europe
Romania,1994,2412500.0,female,55-74 years,"30,074,440,483",,1406.0,Silent,9.16,221.0,Europe,Eastern Europe
Romania,1994,2920000.0,female,35-54 years,"30,074,440,483",,1406.0,Boomers,6.51,190.0,Europe,Eastern Europe
Romania,1994,1518200.0,female,25-34 years,"30,074,440,483",,1406.0,Boomers,4.02,61.0,Europe,Eastern Europe
Romania,1994,1864500.0,female,15-24 years,"30,074,440,483",,1406.0,Generation X,3.06,57.0,Europe,Eastern Europe
Romania,1994,1764000.0,male,5-14 years,"30,074,440,483",,1406.0,Millenials,1.19,21.0,Europe,Eastern Europe
Romania,1994,1694100.0,female,5-14 years,"30,074,440,483",,1406.0,Millenials,0.3,5.0,Europe,Eastern Europe
Romania,1995,2865200.0,male,35-54 years,"37,662,075,750",0.69,1756.0,Boomers,35.63,1021.0,Europe,Eastern Europe
Romania,1995,313200.0,male,75+ years,"37,662,075,750",0.69,1756.0,G.I. Generation,31.61,99.0,Europe,Eastern Europe
Romania,1995,2038700.0,male,55-74 years,"37,662,075,750",0.69,1756.0,Silent,28.4,579.0,Europe,Eastern Europe
Romania,1995,1605100.0,male,25-34 years,"37,662,075,750",0.69,1756.0,Generation X,20.12,323.0,Europe,Eastern Europe
Romania,1995,1929800.0,male,15-24 years,"37,662,075,750",0.69,1756.0,Generation X,11.56,223.0,Europe,Eastern Europe
Romania,1995,2432500.0,female,55-74 years,"37,662,075,750",0.69,1756.0,Silent,7.93,193.0,Europe,Eastern Europe
Romania,1995,523500.0,female,75+ years,"37,662,075,750",0.69,1756.0,G.I. Generation,6.69,35.0,Europe,Eastern Europe
Romania,1995,2913000.0,female,35-54 years,"37,662,075,750",0.69,1756.0,Boomers,6.56,191.0,Europe,Eastern Europe
Romania,1995,1560400.0,female,25-34 years,"37,662,075,750",0.69,1756.0,Generation X,4.17,65.0,Europe,Eastern Europe
Romania,1995,1855500.0,female,15-24 years,"37,662,075,750",0.69,1756.0,Generation X,2.64,49.0,Europe,Eastern Europe
Romania,1995,1741700.0,male,5-14 years,"37,662,075,750",0.69,1756.0,Millenials,0.63,11.0,Europe,Eastern Europe
Romania,1995,1672700.0,female,5-14 years,"37,662,075,750",0.69,1756.0,Millenials,0.24,4.0,Europe,Eastern Europe
Romania,1996,2874300.0,male,35-54 years,"37,182,938,696",,1738.0,Boomers,36.84,1059.0,Europe,Eastern Europe
Romania,1996,314000.0,male,75+ years,"37,182,938,696",,1738.0,G.I. Generation,35.03,110.0,Europe,Eastern Europe
Romania,1996,2023700.0,male,55-74 years,"37,182,938,696",,1738.0,Silent,30.39,615.0,Europe,Eastern Europe
Romania,1996,1629200.0,male,25-34 years,"37,182,938,696",,1738.0,Generation X,18.54,302.0,Europe,Eastern Europe
Romania,1996,1940800.0,male,15-24 years,"37,182,938,696",,1738.0,Generation X,12.06,234.0,Europe,Eastern Europe
Romania,1996,2421700.0,female,55-74 years,"37,182,938,696",,1738.0,Silent,8.09,196.0,Europe,Eastern Europe
Romania,1996,531400.0,female,75+ years,"37,182,938,696",,1738.0,G.I. Generation,7.34,39.0,Europe,Eastern Europe
Romania,1996,2926100.0,female,35-54 years,"37,182,938,696",,1738.0,Boomers,6.05,177.0,Europe,Eastern Europe
Romania,1996,1590500.0,female,25-34 years,"37,182,938,696",,1738.0,Generation X,2.64,42.0,Europe,Eastern Europe
Romania,1996,1856200.0,female,15-24 years,"37,182,938,696",,1738.0,Generation X,1.99,37.0,Europe,Eastern Europe
Romania,1996,1677700.0,male,5-14 years,"37,182,938,696",,1738.0,Millenials,0.89,15.0,Europe,Eastern Europe
Romania,1996,1611700.0,female,5-14 years,"37,182,938,696",,1738.0,Millenials,0.12,2.0,Europe,Eastern Europe
Romania,1997,2869400.0,male,35-54 years,"35,838,588,170",,1677.0,Boomers,36.66,1052.0,Europe,Eastern Europe
Romania,1997,326700.0,male,75+ years,"35,838,588,170",,1677.0,G.I. Generation,33.36,109.0,Europe,Eastern Europe
Romania,1997,2007400.0,male,55-74 years,"35,838,588,170",,1677.0,Silent,30.99,622.0,Europe,Eastern Europe
Romania,1997,1659700.0,male,25-34 years,"35,838,588,170",,1677.0,Generation X,22.23,369.0,Europe,Eastern Europe
Romania,1997,1942100.0,male,15-24 years,"35,838,588,170",,1677.0,Generation X,10.66,207.0,Europe,Eastern Europe
Romania,1997,554700.0,female,75+ years,"35,838,588,170",,1677.0,G.I. Generation,8.29,46.0,Europe,Eastern Europe
Romania,1997,2409000.0,female,55-74 years,"35,838,588,170",,1677.0,Silent,7.18,173.0,Europe,Eastern Europe
Romania,1997,2924900.0,female,35-54 years,"35,838,588,170",,1677.0,Boomers,5.88,172.0,Europe,Eastern Europe
Romania,1997,1850300.0,female,15-24 years,"35,838,588,170",,1677.0,Generation X,2.59,48.0,Europe,Eastern Europe
Romania,1997,1625900.0,female,25-34 years,"35,838,588,170",,1677.0,Generation X,2.52,41.0,Europe,Eastern Europe
Romania,1997,1631600.0,male,5-14 years,"35,838,588,170",,1677.0,Millenials,0.98,16.0,Europe,Eastern Europe
Romania,1997,1567300.0,female,5-14 years,"35,838,588,170",,1677.0,Millenials,0.26,4.0,Europe,Eastern Europe
Romania,1998,2866500.0,male,35-54 years,"41,976,002,704",,1967.0,Boomers,37.75,1082.0,Europe,Eastern Europe
Romania,1998,339700.0,male,75+ years,"41,976,002,704",,1967.0,G.I. Generation,36.8,125.0,Europe,Eastern Europe
Romania,1998,1982600.0,male,55-74 years,"41,976,002,704",,1967.0,Silent,31.07,616.0,Europe,Eastern Europe
Romania,1998,1706100.0,male,25-34 years,"41,976,002,704",,1967.0,Generation X,19.46,332.0,Europe,Eastern Europe
Romania,1998,1918800.0,male,15-24 years,"41,976,002,704",,1967.0,Generation X,9.17,176.0,Europe,Eastern Europe
Romania,1998,2387500.0,female,55-74 years,"41,976,002,704",,1967.0,Silent,7.04,168.0,Europe,Eastern Europe
Romania,1998,576700.0,female,75+ years,"41,976,002,704",,1967.0,G.I. Generation,6.76,39.0,Europe,Eastern Europe
Romania,1998,2927600.0,female,35-54 years,"41,976,002,704",,1967.0,Boomers,5.98,175.0,Europe,Eastern Europe
Romania,1998,1665800.0,female,25-34 years,"41,976,002,704",,1967.0,Generation X,3.12,52.0,Europe,Eastern Europe
Romania,1998,1831300.0,female,15-24 years,"41,976,002,704",,1967.0,Generation X,2.95,54.0,Europe,Eastern Europe
Romania,1998,1600400.0,male,5-14 years,"41,976,002,704",,1967.0,Millenials,1.19,19.0,Europe,Eastern Europe
Romania,1998,1535400.0,female,5-14 years,"41,976,002,704",,1967.0,Millenials,0.0,0.0,Europe,Eastern Europe
Romania,1999,355100.0,male,75+ years,"36,183,003,978",,1698.0,G.I. Generation,35.2,125.0,Europe,Eastern Europe
Romania,1999,2862700.0,male,35-54 years,"36,183,003,978",,1698.0,Boomers,33.01,945.0,Europe,Eastern Europe
Romania,1999,1960600.0,male,55-74 years,"36,183,003,978",,1698.0,Silent,31.27,613.0,Europe,Eastern Europe
Romania,1999,1770400.0,male,25-34 years,"36,183,003,978",,1698.0,Generation X,18.19,322.0,Europe,Eastern Europe
Romania,1999,1880500.0,male,15-24 years,"36,183,003,978",,1698.0,Generation X,10.37,195.0,Europe,Eastern Europe
Romania,1999,597400.0,female,75+ years,"36,183,003,978",,1698.0,G.I. Generation,8.87,53.0,Europe,Eastern Europe
Romania,1999,2369700.0,female,55-74 years,"36,183,003,978",,1698.0,Silent,7.72,183.0,Europe,Eastern Europe
Romania,1999,2925700.0,female,35-54 years,"36,183,003,978",,1698.0,Boomers,5.57,163.0,Europe,Eastern Europe
Romania,1999,1720700.0,female,25-34 years,"36,183,003,978",,1698.0,Generation X,2.96,51.0,Europe,Eastern Europe
Romania,1999,1800200.0,female,15-24 years,"36,183,003,978",,1698.0,Generation X,2.61,47.0,Europe,Eastern Europe
Romania,1999,1566000.0,male,5-14 years,"36,183,003,978",,1698.0,Millenials,2.23,35.0,Europe,Eastern Europe
Romania,1999,1501800.0,female,5-14 years,"36,183,003,978",,1698.0,Millenials,0.27,4.0,Europe,Eastern Europe
Romania,2000,2865300.0,male,35-54 years,"37,438,527,800",0.706,1758.0,Boomers,34.13,978.0,Europe,Eastern Europe
Romania,2000,1934900.0,male,55-74 years,"37,438,527,800",0.706,1758.0,Silent,34.01,658.0,Europe,Eastern Europe
Romania,2000,375100.0,male,75+ years,"37,438,527,800",0.706,1758.0,G.I. Generation,30.39,114.0,Europe,Eastern Europe
Romania,2000,1851600.0,male,25-34 years,"37,438,527,800",0.706,1758.0,Generation X,19.66,364.0,Europe,Eastern Europe
Romania,2000,623400.0,female,75+ years,"37,438,527,800",0.706,1758.0,G.I. Generation,10.43,65.0,Europe,Eastern Europe
Romania,2000,1846000.0,male,15-24 years,"37,438,527,800",0.706,1758.0,Generation X,10.18,188.0,Europe,Eastern Europe
Romania,2000,2347300.0,female,55-74 years,"37,438,527,800",0.706,1758.0,Silent,7.28,171.0,Europe,Eastern Europe
Romania,2000,2929500.0,female,35-54 years,"37,438,527,800",0.706,1758.0,Boomers,6.11,179.0,Europe,Eastern Europe
Romania,2000,1792700.0,female,25-34 years,"37,438,527,800",0.706,1758.0,Generation X,3.24,58.0,Europe,Eastern Europe
Romania,2000,1771300.0,female,15-24 years,"37,438,527,800",0.706,1758.0,Generation X,1.81,32.0,Europe,Eastern Europe
Romania,2000,1508100.0,male,5-14 years,"37,438,527,800",0.706,1758.0,Millenials,1.53,23.0,Europe,Eastern Europe
Romania,2000,1445200.0,female,5-14 years,"37,438,527,800",0.706,1758.0,Millenials,0.42,6.0,Europe,Eastern Europe
Romania,2001,2857051.0,male,35-54 years,"40,716,836,998",,1914.0,Boomers,36.51,1043.0,Europe,Eastern Europe
Romania,2001,396468.0,male,75+ years,"40,716,836,998",,1914.0,Silent,28.5,113.0,Europe,Eastern Europe
Romania,2001,1915525.0,male,55-74 years,"40,716,836,998",,1914.0,Silent,28.19,540.0,Europe,Eastern Europe
Romania,2001,1931865.0,male,25-34 years,"40,716,836,998",,1914.0,Generation X,19.2,371.0,Europe,Eastern Europe
Romania,2001,1809255.0,male,15-24 years,"40,716,836,998",,1914.0,Millenials,10.23,185.0,Europe,Eastern Europe
Romania,2001,653462.0,female,75+ years,"40,716,836,998",,1914.0,Silent,8.26,54.0,Europe,Eastern Europe
Romania,2001,2329886.0,female,55-74 years,"40,716,836,998",,1914.0,Silent,7.64,178.0,Europe,Eastern Europe
Romania,2001,2921486.0,female,35-54 years,"40,716,836,998",,1914.0,Boomers,4.72,138.0,Europe,Eastern Europe
Romania,2001,1868696.0,female,25-34 years,"40,716,836,998",,1914.0,Generation X,1.93,36.0,Europe,Eastern Europe
Romania,2001,1456471.0,male,5-14 years,"40,716,836,998",,1914.0,Millenials,1.79,26.0,Europe,Eastern Europe
Romania,2001,1739076.0,female,15-24 years,"40,716,836,998",,1914.0,Millenials,1.78,31.0,Europe,Eastern Europe
Romania,2001,1393646.0,female,5-14 years,"40,716,836,998",,1914.0,Millenials,0.36,5.0,Europe,Eastern Europe
Romania,2002,2808780.0,male,35-54 years,"46,174,557,556",,2231.0,Boomers,40.52,1138.0,Europe,Eastern Europe
Romania,2002,404282.0,male,75+ years,"46,174,557,556",,2231.0,Silent,35.12,142.0,Europe,Eastern Europe
Romania,2002,1878420.0,male,55-74 years,"46,174,557,556",,2231.0,Silent,34.66,651.0,Europe,Eastern Europe
Romania,2002,1876794.0,male,25-34 years,"46,174,557,556",,2231.0,Generation X,19.98,375.0,Europe,Eastern Europe
Romania,2002,1739618.0,male,15-24 years,"46,174,557,556",,2231.0,Millenials,11.38,198.0,Europe,Eastern Europe
Romania,2002,669890.0,female,75+ years,"46,174,557,556",,2231.0,Silent,8.81,59.0,Europe,Eastern Europe
Romania,2002,2292484.0,female,55-74 years,"46,174,557,556",,2231.0,Silent,8.16,187.0,Europe,Eastern Europe
Romania,2002,2875101.0,female,35-54 years,"46,174,557,556",,2231.0,Boomers,6.09,175.0,Europe,Eastern Europe
Romania,2002,1810431.0,female,25-34 years,"46,174,557,556",,2231.0,Generation X,3.2,58.0,Europe,Eastern Europe
Romania,2002,1372601.0,male,5-14 years,"46,174,557,556",,2231.0,Millenials,2.55,35.0,Europe,Eastern Europe
Romania,2002,1659695.0,female,15-24 years,"46,174,557,556",,2231.0,Millenials,2.29,38.0,Europe,Eastern Europe
Romania,2002,1312484.0,female,5-14 years,"46,174,557,556",,2231.0,Millenials,0.84,11.0,Europe,Eastern Europe
Romania,2003,2925320.0,male,35-54 years,"59,867,801,205",,2898.0,Boomers,36.54,1069.0,Europe,Eastern Europe
Romania,2003,1863111.0,male,55-74 years,"59,867,801,205",,2898.0,Silent,35.53,662.0,Europe,Eastern Europe
Romania,2003,421121.0,male,75+ years,"59,867,801,205",,2898.0,Silent,30.16,127.0,Europe,Eastern Europe
Romania,2003,1803090.0,male,25-34 years,"59,867,801,205",,2898.0,Generation X,19.36,349.0,Europe,Eastern Europe
Romania,2003,1733591.0,male,15-24 years,"59,867,801,205",,2898.0,Millenials,9.06,157.0,Europe,Eastern Europe
Romania,2003,692956.0,female,75+ years,"59,867,801,205",,2898.0,Silent,7.94,55.0,Europe,Eastern Europe
Romania,2003,2280751.0,female,55-74 years,"59,867,801,205",,2898.0,Silent,7.72,176.0,Europe,Eastern Europe
Romania,2003,2993019.0,female,35-54 years,"59,867,801,205",,2898.0,Boomers,6.28,188.0,Europe,Eastern Europe
Romania,2003,1654756.0,female,15-24 years,"59,867,801,205",,2898.0,Millenials,2.72,45.0,Europe,Eastern Europe
Romania,2003,1733161.0,female,25-34 years,"59,867,801,205",,2898.0,Generation X,2.08,36.0,Europe,Eastern Europe
Romania,2003,1307126.0,male,5-14 years,"59,867,801,205",,2898.0,Millenials,1.68,22.0,Europe,Eastern Europe
Romania,2003,1248839.0,female,5-14 years,"59,867,801,205",,2898.0,Millenials,0.64,8.0,Europe,Eastern Europe
Romania,2004,1874080.0,male,55-74 years,"76,216,441,462",,3698.0,Silent,34.47,646.0,Europe,Eastern Europe
Romania,2004,2968149.0,male,35-54 years,"76,216,441,462",,3698.0,Boomers,33.66,999.0,Europe,Eastern Europe
Romania,2004,436622.0,male,75+ years,"76,216,441,462",,3698.0,Silent,29.09,127.0,Europe,Eastern Europe
Romania,2004,1778966.0,male,25-34 years,"76,216,441,462",,3698.0,Generation X,17.48,311.0,Europe,Eastern Europe
Romania,2004,1719930.0,male,15-24 years,"76,216,441,462",,3698.0,Millenials,9.65,166.0,Europe,Eastern Europe
Romania,2004,715640.0,female,75+ years,"76,216,441,462",,3698.0,Silent,7.69,55.0,Europe,Eastern Europe
Romania,2004,2298125.0,female,55-74 years,"76,216,441,462",,3698.0,Silent,7.57,174.0,Europe,Eastern Europe
Romania,2004,3030172.0,female,35-54 years,"76,216,441,462",,3698.0,Boomers,4.29,130.0,Europe,Eastern Europe
Romania,2004,1706579.0,female,25-34 years,"76,216,441,462",,3698.0,Generation X,2.87,49.0,Europe,Eastern Europe
Romania,2004,1247536.0,male,5-14 years,"76,216,441,462",,3698.0,Millenials,2.16,27.0,Europe,Eastern Europe
Romania,2004,1644876.0,female,15-24 years,"76,216,441,462",,3698.0,Millenials,2.01,33.0,Europe,Eastern Europe
Romania,2004,1190092.0,female,5-14 years,"76,216,441,462",,3698.0,Millenials,0.25,3.0,Europe,Eastern Europe
Romania,2005,1891105.0,male,55-74 years,"99,697,566,668",0.7509999999999999,4847.0,Silent,31.57,597.0,Europe,Eastern Europe
Romania,2005,2989109.0,male,35-54 years,"99,697,566,668",0.7509999999999999,4847.0,Boomers,31.55,943.0,Europe,Eastern Europe
Romania,2005,453633.0,male,75+ years,"99,697,566,668",0.7509999999999999,4847.0,Silent,29.76,135.0,Europe,Eastern Europe
Romania,2005,1771497.0,male,25-34 years,"99,697,566,668",0.7509999999999999,4847.0,Generation X,16.31,289.0,Europe,Eastern Europe
Romania,2005,740695.0,female,75+ years,"99,697,566,668",0.7509999999999999,4847.0,Silent,9.59,71.0,Europe,Eastern Europe
Romania,2005,1708513.0,male,15-24 years,"99,697,566,668",0.7509999999999999,4847.0,Millenials,8.96,153.0,Europe,Eastern Europe
Romania,2005,2321086.0,female,55-74 years,"99,697,566,668",0.7509999999999999,4847.0,Silent,8.06,187.0,Europe,Eastern Europe
Romania,2005,3045324.0,female,35-54 years,"99,697,566,668",0.7509999999999999,4847.0,Boomers,4.79,146.0,Europe,Eastern Europe
Romania,2005,1693275.0,female,25-34 years,"99,697,566,668",0.7509999999999999,4847.0,Generation X,2.01,34.0,Europe,Eastern Europe
Romania,2005,1636907.0,female,15-24 years,"99,697,566,668",0.7509999999999999,4847.0,Millenials,1.71,28.0,Europe,Eastern Europe
Romania,2005,1187823.0,male,5-14 years,"99,697,566,668",0.7509999999999999,4847.0,Millenials,1.35,16.0,Europe,Eastern Europe
Romania,2005,1130993.0,female,5-14 years,"99,697,566,668",0.7509999999999999,4847.0,Millenials,0.35,4.0,Europe,Eastern Europe
Romania,2006,1905129.0,male,55-74 years,"123,533,036,668",,6018.0,Silent,33.75,643.0,Europe,Eastern Europe
Romania,2006,3001835.0,male,35-54 years,"123,533,036,668",,6018.0,Boomers,33.18,996.0,Europe,Eastern Europe
Romania,2006,468341.0,male,75+ years,"123,533,036,668",,6018.0,Silent,29.04,136.0,Europe,Eastern Europe
Romania,2006,1774300.0,male,25-34 years,"123,533,036,668",,6018.0,Generation X,16.68,296.0,Europe,Eastern Europe
Romania,2006,1661481.0,male,15-24 years,"123,533,036,668",,6018.0,Millenials,9.09,151.0,Europe,Eastern Europe
Romania,2006,764708.0,female,75+ years,"123,533,036,668",,6018.0,Silent,8.24,63.0,Europe,Eastern Europe
Romania,2006,2337396.0,female,55-74 years,"123,533,036,668",,6018.0,Silent,8.04,188.0,Europe,Eastern Europe
Romania,2006,3052218.0,female,35-54 years,"123,533,036,668",,6018.0,Boomers,5.24,160.0,Europe,Eastern Europe
Romania,2006,1693804.0,female,25-34 years,"123,533,036,668",,6018.0,Generation X,2.13,36.0,Europe,Eastern Europe
Romania,2006,1591081.0,female,15-24 years,"123,533,036,668",,6018.0,Millenials,2.07,33.0,Europe,Eastern Europe
Romania,2006,1165992.0,male,5-14 years,"123,533,036,668",,6018.0,Millenials,1.54,18.0,Europe,Eastern Europe
Romania,2006,1110276.0,female,5-14 years,"123,533,036,668",,6018.0,Millenials,0.09,1.0,Europe,Eastern Europe
Romania,2007,1916195.0,male,55-74 years,"175,933,642,292",,8593.0,Silent,31.1,596.0,Europe,Eastern Europe
Romania,2007,485821.0,male,75+ years,"175,933,642,292",,8593.0,Silent,28.41,138.0,Europe,Eastern Europe
Romania,2007,3011852.0,male,35-54 years,"175,933,642,292",,8593.0,Boomers,28.26,851.0,Europe,Eastern Europe
Romania,2007,1769266.0,male,25-34 years,"175,933,642,292",,8593.0,Generation X,14.13,250.0,Europe,Eastern Europe
Romania,2007,791656.0,female,75+ years,"175,933,642,292",,8593.0,Silent,8.46,67.0,Europe,Eastern Europe
Romania,2007,1626508.0,male,15-24 years,"175,933,642,292",,8593.0,Millenials,8.36,136.0,Europe,Eastern Europe
Romania,2007,2350957.0,female,55-74 years,"175,933,642,292",,8593.0,Silent,6.13,144.0,Europe,Eastern Europe
Romania,2007,3054484.0,female,35-54 years,"175,933,642,292",,8593.0,Boomers,5.21,159.0,Europe,Eastern Europe
Romania,2007,1686938.0,female,25-34 years,"175,933,642,292",,8593.0,Generation X,2.67,45.0,Europe,Eastern Europe
Romania,2007,1555447.0,female,15-24 years,"175,933,642,292",,8593.0,Millenials,1.54,24.0,Europe,Eastern Europe
Romania,2007,1141212.0,male,5-14 years,"175,933,642,292",,8593.0,Generation Z,1.14,13.0,Europe,Eastern Europe
Romania,2007,1084690.0,female,5-14 years,"175,933,642,292",,8593.0,Generation Z,0.65,7.0,Europe,Eastern Europe
Romania,2008,1933448.0,male,55-74 years,"213,605,065,703",,10454.0,Silent,31.24,604.0,Europe,Eastern Europe
Romania,2008,500584.0,male,75+ years,"213,605,065,703",,10454.0,Silent,31.16,156.0,Europe,Eastern Europe
Romania,2008,3015279.0,male,35-54 years,"213,605,065,703",,10454.0,Boomers,27.86,840.0,Europe,Eastern Europe
Romania,2008,1758439.0,male,25-34 years,"213,605,065,703",,10454.0,Generation X,13.36,235.0,Europe,Eastern Europe
Romania,2008,1594080.0,male,15-24 years,"213,605,065,703",,10454.0,Millenials,10.92,174.0,Europe,Eastern Europe
Romania,2008,815912.0,female,75+ years,"213,605,065,703",,10454.0,Silent,7.72,63.0,Europe,Eastern Europe
Romania,2008,2371605.0,female,55-74 years,"213,605,065,703",,10454.0,Silent,7.38,175.0,Europe,Eastern Europe
Romania,2008,3048866.0,female,35-54 years,"213,605,065,703",,10454.0,Boomers,4.36,133.0,Europe,Eastern Europe
Romania,2008,1674401.0,female,25-34 years,"213,605,065,703",,10454.0,Generation X,2.27,38.0,Europe,Eastern Europe
Romania,2008,1526352.0,female,15-24 years,"213,605,065,703",,10454.0,Millenials,1.97,30.0,Europe,Eastern Europe
Romania,2008,1125707.0,male,5-14 years,"213,605,065,703",,10454.0,Generation Z,1.51,17.0,Europe,Eastern Europe
Romania,2008,1069130.0,female,5-14 years,"213,605,065,703",,10454.0,Generation Z,0.65,7.0,Europe,Eastern Europe
Romania,2009,1946544.0,male,55-74 years,"172,611,845,342",,8465.0,Silent,33.19,646.0,Europe,Eastern Europe
Romania,2009,512470.0,male,75+ years,"172,611,845,342",,8465.0,Silent,31.03,159.0,Europe,Eastern Europe
Romania,2009,3031317.0,male,35-54 years,"172,611,845,342",,8465.0,Boomers,31.01,940.0,Europe,Eastern Europe
Romania,2009,1744278.0,male,25-34 years,"172,611,845,342",,8465.0,Generation X,15.77,275.0,Europe,Eastern Europe
Romania,2009,1556450.0,male,15-24 years,"172,611,845,342",,8465.0,Millenials,10.47,163.0,Europe,Eastern Europe
Romania,2009,838699.0,female,75+ years,"172,611,845,342",,8465.0,Silent,6.32,53.0,Europe,Eastern Europe
Romania,2009,2388417.0,female,55-74 years,"172,611,845,342",,8465.0,Silent,5.19,124.0,Europe,Eastern Europe
Romania,2009,3055180.0,female,35-54 years,"172,611,845,342",,8465.0,Boomers,4.29,131.0,Europe,Eastern Europe
Romania,2009,1491923.0,female,15-24 years,"172,611,845,342",,8465.0,Millenials,2.61,39.0,Europe,Eastern Europe
Romania,2009,1658906.0,female,25-34 years,"172,611,845,342",,8465.0,Generation X,1.93,32.0,Europe,Eastern Europe
Romania,2009,1111827.0,male,5-14 years,"172,611,845,342",,8465.0,Generation Z,1.26,14.0,Europe,Eastern Europe
Romania,2009,1054871.0,female,5-14 years,"172,611,845,342",,8465.0,Generation Z,0.95,10.0,Europe,Eastern Europe
Romania,2010,1977886.0,male,55-74 years,"166,658,327,827",0.785,8190.0,Silent,35.59,704.0,Europe,Eastern Europe
Romania,2010,3038553.0,male,35-54 years,"166,658,327,827",0.785,8190.0,Generation X,32.75,995.0,Europe,Eastern Europe
Romania,2010,523244.0,male,75+ years,"166,658,327,827",0.785,8190.0,Silent,29.43,154.0,Europe,Eastern Europe
Romania,2010,1734890.0,male,25-34 years,"166,658,327,827",0.785,8190.0,Generation X,15.16,263.0,Europe,Eastern Europe
Romania,2010,1495092.0,male,15-24 years,"166,658,327,827",0.785,8190.0,Millenials,11.84,177.0,Europe,Eastern Europe
Romania,2010,2425485.0,female,55-74 years,"166,658,327,827",0.785,8190.0,Silent,7.3,177.0,Europe,Eastern Europe
Romania,2010,861006.0,female,75+ years,"166,658,327,827",0.785,8190.0,Silent,6.85,59.0,Europe,Eastern Europe
Romania,2010,3050480.0,female,35-54 years,"166,658,327,827",0.785,8190.0,Generation X,4.82,147.0,Europe,Eastern Europe
Romania,2010,1433832.0,female,15-24 years,"166,658,327,827",0.785,8190.0,Millenials,2.65,38.0,Europe,Eastern Europe
Romania,2010,1649535.0,female,25-34 years,"166,658,327,827",0.785,8190.0,Generation X,2.18,36.0,Europe,Eastern Europe
Romania,2010,1107850.0,male,5-14 years,"166,658,327,827",0.785,8190.0,Generation Z,0.99,11.0,Europe,Eastern Europe
Romania,2010,1050796.0,female,5-14 years,"166,658,327,827",0.785,8190.0,Generation Z,0.48,5.0,Europe,Eastern Europe
Romania,2011,2000334.0,male,55-74 years,"184,367,381,749",0.7859999999999999,9086.0,Boomers,33.39,668.0,Europe,Eastern Europe
Romania,2011,3050462.0,male,35-54 years,"184,367,381,749",0.7859999999999999,9086.0,Generation X,29.37,896.0,Europe,Eastern Europe
Romania,2011,534670.0,male,75+ years,"184,367,381,749",0.7859999999999999,9086.0,Silent,26.75,143.0,Europe,Eastern Europe
Romania,2011,1719127.0,male,25-34 years,"184,367,381,749",0.7859999999999999,9086.0,Millenials,13.55,233.0,Europe,Eastern Europe
Romania,2011,1438023.0,male,15-24 years,"184,367,381,749",0.7859999999999999,9086.0,Millenials,12.93,186.0,Europe,Eastern Europe
Romania,2011,884450.0,female,75+ years,"184,367,381,749",0.7859999999999999,9086.0,Silent,7.01,62.0,Europe,Eastern Europe
Romania,2011,2450665.0,female,55-74 years,"184,367,381,749",0.7859999999999999,9086.0,Boomers,6.2,152.0,Europe,Eastern Europe
Romania,2011,3048485.0,female,35-54 years,"184,367,381,749",0.7859999999999999,9086.0,Generation X,3.84,117.0,Europe,Eastern Europe
Romania,2011,1379354.0,female,15-24 years,"184,367,381,749",0.7859999999999999,9086.0,Millenials,2.17,30.0,Europe,Eastern Europe
Romania,2011,1635487.0,female,25-34 years,"184,367,381,749",0.7859999999999999,9086.0,Millenials,1.83,30.0,Europe,Eastern Europe
Romania,2011,1104004.0,male,5-14 years,"184,367,381,749",0.7859999999999999,9086.0,Generation Z,1.45,16.0,Europe,Eastern Europe
