 gdp_for_year ($) ,HDI for year,age,country,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"461,883,444",,35-54 years,Saint Vincent and Grenadines,4723,Boomers,12383,male,16.15,2,2002
"461,883,444",,25-34 years,Saint Vincent and Grenadines,4723,Generation X,8713,male,11.48,1,2002
"461,883,444",,15-24 years,Saint Vincent and Grenadines,4723,Millenials,10839,male,9.23,1,2002
"461,883,444",,35-54 years,Saint Vincent and Grenadines,4723,Boomers,11640,female,8.59,1,2002
"461,883,444",,15-24 years,Saint Vincent and Grenadines,4723,Millenials,10586,female,0,0,2002
"461,883,444",,25-34 years,Saint Vincent and Grenadines,4723,Generation X,8183,female,0,0,2002
"461,883,444",,5-14 years,Saint Vincent and Grenadines,4723,Millenials,11047,female,0,0,2002
"461,883,444",,55-74 years,Saint Vincent and Grenadines,4723,Silent,5140,female,0,0,2002
"461,883,444",,75+ years,Saint Vincent and Grenadines,4723,Silent,1887,female,0,0,2002
"461,883,444",,5-14 years,Saint Vincent and Grenadines,4723,Millenials,11257,male,0,0,2002
"461,883,444",,55-74 years,Saint Vincent and Grenadines,4723,Silent,4854,male,0,0,2002
"481,806,296",,25-34 years,Saint Vincent and Grenadines,4902,Generation X,8774,male,22.79,2,2003
"481,806,296",,55-74 years,Saint Vincent and Grenadines,4902,Silent,4931,male,20.28,1,2003
"481,806,296",,35-54 years,Saint Vincent and Grenadines,4902,Boomers,12755,male,7.84,1,2003
"481,806,296",,15-24 years,Saint Vincent and Grenadines,4902,Millenials,10526,female,0,0,2003
"481,806,296",,25-34 years,Saint Vincent and Grenadines,4902,Generation X,8273,female,0,0,2003
"481,806,296",,35-54 years,Saint Vincent and Grenadines,4902,Boomers,11938,female,0,0,2003
"481,806,296",,5-14 years,Saint Vincent and Grenadines,4902,Millenials,10901,female,0,0,2003
"481,806,296",,55-74 years,Saint Vincent and Grenadines,4902,Silent,5176,female,0,0,2003
"481,806,296",,75+ years,Saint Vincent and Grenadines,4902,Silent,1891,female,0,0,2003
"481,806,296",,15-24 years,Saint Vincent and Grenadines,4902,Millenials,10742,male,0,0,2003
"481,806,296",,5-14 years,Saint Vincent and Grenadines,4902,Millenials,11110,male,0,0,2003
"481,806,296",,75+ years,Saint Vincent and Grenadines,4902,Silent,1275,male,0,0,2003
"521,975,111",,55-74 years,Saint Vincent and Grenadines,5286,Silent,5030,male,19.88,1,2004
"521,975,111",,35-54 years,Saint Vincent and Grenadines,5286,Boomers,13116,male,15.25,2,2004
"521,975,111",,25-34 years,Saint Vincent and Grenadines,5286,Generation X,8823,male,11.33,1,2004
"521,975,111",,15-24 years,Saint Vincent and Grenadines,5286,Millenials,10459,female,0,0,2004
"521,975,111",,25-34 years,Saint Vincent and Grenadines,5286,Generation X,8353,female,0,0,2004
"521,975,111",,35-54 years,Saint Vincent and Grenadines,5286,Boomers,12215,female,0,0,2004
"521,975,111",,5-14 years,Saint Vincent and Grenadines,5286,Millenials,10749,female,0,0,2004
"521,975,111",,55-74 years,Saint Vincent and Grenadines,5286,Silent,5239,female,0,0,2004
"521,975,111",,75+ years,Saint Vincent and Grenadines,5286,Silent,1885,female,0,0,2004
"521,975,111",,15-24 years,Saint Vincent and Grenadines,5286,Millenials,10640,male,0,0,2004
"521,975,111",,5-14 years,Saint Vincent and Grenadines,5286,Millenials,10961,male,0,0,2004
"521,975,111",,75+ years,Saint Vincent and Grenadines,5286,Silent,1270,male,0,0,2004
"550,728,667",0.697,15-24 years,Saint Vincent and Grenadines,5556,Millenials,10542,male,37.94,4,2005
"550,728,667",0.697,35-54 years,Saint Vincent and Grenadines,5556,Boomers,13458,male,14.86,2,2005
"550,728,667",0.697,25-34 years,Saint Vincent and Grenadines,5556,Generation X,8846,male,11.3,1,2005
"550,728,667",0.697,35-54 years,Saint Vincent and Grenadines,5556,Boomers,12482,female,8.01,1,2005
"550,728,667",0.697,15-24 years,Saint Vincent and Grenadines,5556,Millenials,10390,female,0,0,2005
"550,728,667",0.697,25-34 years,Saint Vincent and Grenadines,5556,Generation X,8413,female,0,0,2005
"550,728,667",0.697,5-14 years,Saint Vincent and Grenadines,5556,Millenials,10587,female,0,0,2005
"550,728,667",0.697,55-74 years,Saint Vincent and Grenadines,5556,Silent,5331,female,0,0,2005
"550,728,667",0.697,75+ years,Saint Vincent and Grenadines,5556,Silent,1869,female,0,0,2005
"550,728,667",0.697,5-14 years,Saint Vincent and Grenadines,5556,Millenials,10795,male,0,0,2005
"550,728,667",0.697,55-74 years,Saint Vincent and Grenadines,5556,Silent,5148,male,0,0,2005
"550,728,667",0.697,75+ years,Saint Vincent and Grenadines,5556,Silent,1257,male,0,0,2005
"610,930,037",,75+ years,Saint Vincent and Grenadines,6142,Silent,1269,male,78.8,1,2006
"610,930,037",,35-54 years,Saint Vincent and Grenadines,6142,Boomers,13702,male,14.6,2,2006
"610,930,037",,25-34 years,Saint Vincent and Grenadines,6142,Generation X,8894,male,11.24,1,2006
"610,930,037",,15-24 years,Saint Vincent and Grenadines,6142,Millenials,10473,male,9.55,1,2006
"610,930,037",,35-54 years,Saint Vincent and Grenadines,6142,Boomers,12698,female,7.88,1,2006
"610,930,037",,15-24 years,Saint Vincent and Grenadines,6142,Millenials,10320,female,0,0,2006
"610,930,037",,25-34 years,Saint Vincent and Grenadines,6142,Generation X,8494,female,0,0,2006
"610,930,037",,5-14 years,Saint Vincent and Grenadines,6142,Millenials,10460,female,0,0,2006
"610,930,037",,55-74 years,Saint Vincent and Grenadines,6142,Silent,5404,female,0,0,2006
"610,930,037",,75+ years,Saint Vincent and Grenadines,6142,Silent,1857,female,0,0,2006
"610,930,037",,5-14 years,Saint Vincent and Grenadines,6142,Millenials,10674,male,0,0,2006
"610,930,037",,55-74 years,Saint Vincent and Grenadines,6142,Silent,5218,male,0,0,2006
"651,833,333",,25-34 years,Saint Vincent and Grenadines,6539,Generation X,8927,male,44.81,4,2007
"651,833,333",,15-24 years,Saint Vincent and Grenadines,6539,Millenials,10403,male,28.84,3,2007
"651,833,333",,35-54 years,Saint Vincent and Grenadines,6539,Boomers,13920,male,28.74,4,2007
"651,833,333",,15-24 years,Saint Vincent and Grenadines,6539,Millenials,10243,female,0,0,2007
"651,833,333",,25-34 years,Saint Vincent and Grenadines,6539,Generation X,8564,female,0,0,2007
"651,833,333",,35-54 years,Saint Vincent and Grenadines,6539,Boomers,12889,female,0,0,2007
"651,833,333",,5-14 years,Saint Vincent and Grenadines,6539,Generation Z,10307,female,0,0,2007
"651,833,333",,55-74 years,Saint Vincent and Grenadines,6539,Silent,5514,female,0,0,2007
"651,833,333",,75+ years,Saint Vincent and Grenadines,6539,Silent,1825,female,0,0,2007
"651,833,333",,5-14 years,Saint Vincent and Grenadines,6539,Generation Z,10526,male,0,0,2007
"651,833,333",,55-74 years,Saint Vincent and Grenadines,6539,Silent,5306,male,0,0,2007
"651,833,333",,75+ years,Saint Vincent and Grenadines,6539,Silent,1265,male,0,0,2007
"695,428,852",,55-74 years,Saint Vincent and Grenadines,6966,Silent,5420,male,18.45,1,2008
"695,428,852",,35-54 years,Saint Vincent and Grenadines,6966,Boomers,14103,male,14.18,2,2008
"695,428,852",,35-54 years,Saint Vincent and Grenadines,6966,Boomers,13057,female,7.66,1,2008
"695,428,852",,15-24 years,Saint Vincent and Grenadines,6966,Millenials,10175,female,0,0,2008
"695,428,852",,25-34 years,Saint Vincent and Grenadines,6966,Generation X,8614,female,0,0,2008
"695,428,852",,5-14 years,Saint Vincent and Grenadines,6966,Generation Z,10132,female,0,0,2008
"695,428,852",,55-74 years,Saint Vincent and Grenadines,6966,Silent,5642,female,0,0,2008
"695,428,852",,75+ years,Saint Vincent and Grenadines,6966,Silent,1792,female,0,0,2008
"695,428,852",,15-24 years,Saint Vincent and Grenadines,6966,Millenials,10344,male,0,0,2008
"695,428,852",,25-34 years,Saint Vincent and Grenadines,6966,Generation X,8944,male,0,0,2008
"695,428,852",,5-14 years,Saint Vincent and Grenadines,6966,Generation Z,10348,male,0,0,2008
"695,428,852",,75+ years,Saint Vincent and Grenadines,6966,Silent,1255,male,0,0,2008
"674,922,481",,25-34 years,Saint Vincent and Grenadines,6754,Generation X,8944,male,11.18,1,2009
"674,922,481",,15-24 years,Saint Vincent and Grenadines,6754,Millenials,10126,female,0,0,2009
"674,922,481",,25-34 years,Saint Vincent and Grenadines,6754,Generation X,8643,female,0,0,2009
"674,922,481",,35-54 years,Saint Vincent and Grenadines,6754,Boomers,13206,female,0,0,2009
"674,922,481",,5-14 years,Saint Vincent and Grenadines,6754,Generation Z,9944,female,0,0,2009
"674,922,481",,55-74 years,Saint Vincent and Grenadines,6754,Silent,5787,female,0,0,2009
"674,922,481",,75+ years,Saint Vincent and Grenadines,6754,Silent,1761,female,0,0,2009
"674,922,481",,15-24 years,Saint Vincent and Grenadines,6754,Millenials,10305,male,0,0,2009
"674,922,481",,35-54 years,Saint Vincent and Grenadines,6754,Boomers,14258,male,0,0,2009
"674,922,481",,5-14 years,Saint Vincent and Grenadines,6754,Generation Z,10156,male,0,0,2009
"674,922,481",,55-74 years,Saint Vincent and Grenadines,6754,Silent,5558,male,0,0,2009
"674,922,481",,75+ years,Saint Vincent and Grenadines,6754,Silent,1239,male,0,0,2009
"681,225,963",0.711,25-34 years,Saint Vincent and Grenadines,6809,Generation X,8930,male,44.79,4,2010
"681,225,963",0.711,5-14 years,Saint Vincent and Grenadines,6809,Generation Z,9962,male,10.04,1,2010
"681,225,963",0.711,15-24 years,Saint Vincent and Grenadines,6809,Millenials,10100,female,0,0,2010
"681,225,963",0.711,25-34 years,Saint Vincent and Grenadines,6809,Generation X,8656,female,0,0,2010
"681,225,963",0.711,35-54 years,Saint Vincent and Grenadines,6809,Generation X,13330,female,0,0,2010
"681,225,963",0.711,5-14 years,Saint Vincent and Grenadines,6809,Generation Z,9754,female,0,0,2010
"681,225,963",0.711,55-74 years,Saint Vincent and Grenadines,6809,Silent,5951,female,0,0,2010
"681,225,963",0.711,75+ years,Saint Vincent and Grenadines,6809,Silent,1741,female,0,0,2010
"681,225,963",0.711,15-24 years,Saint Vincent and Grenadines,6809,Millenials,10289,male,0,0,2010
"681,225,963",0.711,35-54 years,Saint Vincent and Grenadines,6809,Generation X,14386,male,0,0,2010
"681,225,963",0.711,55-74 years,Saint Vincent and Grenadines,6809,Silent,5730,male,0,0,2010
"681,225,963",0.711,75+ years,Saint Vincent and Grenadines,6809,Silent,1221,male,0,0,2010
"676,129,407",0.713,35-54 years,Saint Vincent and Grenadines,6759,Generation X,14471,male,20.73,3,2011
"676,129,407",0.713,55-74 years,Saint Vincent and Grenadines,6759,Boomers,6091,female,16.42,1,2011
"676,129,407",0.713,15-24 years,Saint Vincent and Grenadines,6759,Millenials,10177,male,9.83,1,2011
"676,129,407",0.713,15-24 years,Saint Vincent and Grenadines,6759,Millenials,9973,female,0,0,2011
"676,129,407",0.713,25-34 years,Saint Vincent and Grenadines,6759,Millenials,8686,female,0,0,2011
"676,129,407",0.713,35-54 years,Saint Vincent and Grenadines,6759,Generation X,13447,female,0,0,2011
"676,129,407",0.713,5-14 years,Saint Vincent and Grenadines,6759,Generation Z,9530,female,0,0,2011
"676,129,407",0.713,75+ years,Saint Vincent and Grenadines,6759,Silent,1807,female,0,0,2011
"676,129,407",0.713,25-34 years,Saint Vincent and Grenadines,6759,Millenials,8921,male,0,0,2011
"676,129,407",0.713,5-14 years,Saint Vincent and Grenadines,6759,Generation Z,9742,male,0,0,2011
"676,129,407",0.713,55-74 years,Saint Vincent and Grenadines,6759,Boomers,5909,male,0,0,2011
"676,129,407",0.713,75+ years,Saint Vincent and Grenadines,6759,Silent,1283,male,0,0,2011
"692,933,741",0.715,25-34 years,Saint Vincent and Grenadines,6918,Millenials,8898,male,22.48,2,2012
"692,933,741",0.715,15-24 years,Saint Vincent and Grenadines,6918,Millenials,10078,male,19.85,2,2012
"692,933,741",0.715,55-74 years,Saint Vincent and Grenadines,6918,Boomers,6126,male,16.32,1,2012
"692,933,741",0.715,35-54 years,Saint Vincent and Grenadines,6918,Generation X,13558,female,14.75,2,2012
"692,933,741",0.715,35-54 years,Saint Vincent and Grenadines,6918,Generation X,14545,male,13.75,2,2012
"692,933,741",0.715,15-24 years,Saint Vincent and Grenadines,6918,Millenials,9859,female,10.14,1,2012
"692,933,741",0.715,25-34 years,Saint Vincent and Grenadines,6918,Millenials,8700,female,0,0,2012
"692,933,741",0.715,5-14 years,Saint Vincent and Grenadines,6918,Generation Z,9355,female,0,0,2012
"692,933,741",0.715,55-74 years,Saint Vincent and Grenadines,6918,Boomers,6253,female,0,0,2012
"692,933,741",0.715,75+ years,Saint Vincent and Grenadines,6918,Silent,1881,female,0,0,2012
"692,933,741",0.715,5-14 years,Saint Vincent and Grenadines,6918,Generation Z,9568,male,0,0,2012
"692,933,741",0.715,75+ years,Saint Vincent and Grenadines,6918,Silent,1346,male,0,0,2012
"721,207,148",0.717,15-24 years,Saint Vincent and Grenadines,7183,Millenials,9748,female,0,0,2013
"721,207,148",0.717,25-34 years,Saint Vincent and Grenadines,7183,Millenials,8694,female,0,0,2013
"721,207,148",0.717,35-54 years,Saint Vincent and Grenadines,7183,Generation X,13666,female,0,0,2013
"721,207,148",0.717,5-14 years,Saint Vincent and Grenadines,7183,Generation Z,9231,female,0,0,2013
"721,207,148",0.717,55-74 years,Saint Vincent and Grenadines,7183,Boomers,6444,female,0,0,2013
"721,207,148",0.717,75+ years,Saint Vincent and Grenadines,7183,Silent,1948,female,0,0,2013
"721,207,148",0.717,15-24 years,Saint Vincent and Grenadines,7183,Millenials,9986,male,0,0,2013
"721,207,148",0.717,25-34 years,Saint Vincent and Grenadines,7183,Millenials,8863,male,0,0,2013
"721,207,148",0.717,35-54 years,Saint Vincent and Grenadines,7183,Generation X,14602,male,0,0,2013
"721,207,148",0.717,5-14 years,Saint Vincent and Grenadines,7183,Generation Z,9440,male,0,0,2013
"721,207,148",0.717,55-74 years,Saint Vincent and Grenadines,7183,Boomers,6377,male,0,0,2013
"721,207,148",0.717,75+ years,Saint Vincent and Grenadines,7183,Silent,1399,male,0,0,2013
"725,185,185",0.72,75+ years,Saint Vincent and Grenadines,7203,Silent,1440,male,69.44,1,2014
"725,185,185",0.72,25-34 years,Saint Vincent and Grenadines,7203,Millenials,8817,male,11.34,1,2014
"725,185,185",0.72,15-24 years,Saint Vincent and Grenadines,7203,Millenials,9636,female,0,0,2014
"725,185,185",0.72,25-34 years,Saint Vincent and Grenadines,7203,Millenials,8665,female,0,0,2014
"725,185,185",0.72,35-54 years,Saint Vincent and Grenadines,7203,Generation X,13751,female,0,0,2014
"725,185,185",0.72,5-14 years,Saint Vincent and Grenadines,7203,Generation Z,9144,female,0,0,2014
"725,185,185",0.72,55-74 years,Saint Vincent and Grenadines,7203,Boomers,6689,female,0,0,2014
"725,185,185",0.72,75+ years,Saint Vincent and Grenadines,7203,Silent,1991,female,0,0,2014
"725,185,185",0.72,15-24 years,Saint Vincent and Grenadines,7203,Millenials,9888,male,0,0,2014
"725,185,185",0.72,35-54 years,Saint Vincent and Grenadines,7203,Generation X,14629,male,0,0,2014
"725,185,185",0.72,5-14 years,Saint Vincent and Grenadines,7203,Generation Z,9346,male,0,0,2014
"725,185,185",0.72,55-74 years,Saint Vincent and Grenadines,7203,Boomers,6680,male,0,0,2014
"756,666,667",,5-14 years,Saint Vincent and Grenadines,7496,Generation Z,9071,female,11.02,1,2015
"756,666,667",,15-24 years,Saint Vincent and Grenadines,7496,Millenials,9783,male,10.22,1,2015
"756,666,667",,35-54 years,Saint Vincent and Grenadines,7496,Generation X,14619,male,6.84,1,2015
"756,666,667",,15-24 years,Saint Vincent and Grenadines,7496,Millenials,9515,female,0,0,2015
"756,666,667",,25-34 years,Saint Vincent and Grenadines,7496,Millenials,8622,female,0,0,2015
"756,666,667",,35-54 years,Saint Vincent and Grenadines,7496,Generation X,13809,female,0,0,2015
"756,666,667",,55-74 years,Saint Vincent and Grenadines,7496,Boomers,6999,female,0,0,2015
"756,666,667",,75+ years,Saint Vincent and Grenadines,7496,Silent,2012,female,0,0,2015
"756,666,667",,25-34 years,Saint Vincent and Grenadines,7496,Millenials,8762,male,0,0,2015
"756,666,667",,5-14 years,Saint Vincent and Grenadines,7496,Generation Z,9266,male,0,0,2015
"756,666,667",,55-74 years,Saint Vincent and Grenadines,7496,Boomers,7031,male,0,0,2015
"756,666,667",,75+ years,Saint Vincent and Grenadines,7496,Silent,1459,male,0,0,2015
"1,215,640,315",,55-74 years,San Marino,48255,Silent,2542,male,39.34,1,1999
"1,215,640,315",,35-54 years,San Marino,48255,Boomers,3998,male,25.01,1,1999
"1,215,640,315",,15-24 years,San Marino,48255,Generation X,1453,female,0,0,1999
"1,215,640,315",,25-34 years,San Marino,48255,Generation X,2329,female,0,0,1999
"1,215,640,315",,35-54 years,San Marino,48255,Boomers,4051,female,0,0,1999
"1,215,640,315",,5-14 years,San Marino,48255,Millenials,1227,female,0,0,1999
"1,215,640,315",,55-74 years,San Marino,48255,Silent,2738,female,0,0,1999
"1,215,640,315",,75+ years,San Marino,48255,G.I. Generation,1147,female,0,0,1999
"1,215,640,315",,15-24 years,San Marino,48255,Generation X,1539,male,0,0,1999
"1,215,640,315",,25-34 years,San Marino,48255,Generation X,2138,male,0,0,1999
"1,215,640,315",,5-14 years,San Marino,48255,Millenials,1309,male,0,0,1999
"1,215,640,315",,75+ years,San Marino,48255,G.I. Generation,721,male,0,0,1999
"1,101,897,918",,25-34 years,San Marino,43435,Generation X,2116,male,47.26,1,2000
"1,101,897,918",,15-24 years,San Marino,43435,Generation X,1435,female,0,0,2000
"1,101,897,918",,25-34 years,San Marino,43435,Generation X,2238,female,0,0,2000
"1,101,897,918",,35-54 years,San Marino,43435,Boomers,4192,female,0,0,2000
"1,101,897,918",,5-14 years,San Marino,43435,Millenials,1225,female,0,0,2000
"1,101,897,918",,55-74 years,San Marino,43435,Silent,2776,female,0,0,2000
"1,101,897,918",,75+ years,San Marino,43435,G.I. Generation,1194,female,0,0,2000
"1,101,897,918",,15-24 years,San Marino,43435,Generation X,1412,male,0,0,2000
"1,101,897,918",,35-54 years,San Marino,43435,Boomers,4117,male,0,0,2000
"1,101,897,918",,5-14 years,San Marino,43435,Millenials,1321,male,0,0,2000
"1,101,897,918",,55-74 years,San Marino,43435,Silent,2590,male,0,0,2000
"1,101,897,918",,75+ years,San Marino,43435,G.I. Generation,753,male,0,0,2000
"1,958,711,603",,55-74 years,San Marino,69301,Silent,2940,male,34.01,1,2005
"1,958,711,603",,15-24 years,San Marino,69301,Millenials,1325,female,0,0,2005
"1,958,711,603",,25-34 years,San Marino,69301,Generation X,2339,female,0,0,2005
"1,958,711,603",,35-54 years,San Marino,69301,Boomers,4856,female,0,0,2005
"1,958,711,603",,5-14 years,San Marino,69301,Millenials,1414,female,0,0,2005
"1,958,711,603",,55-74 years,San Marino,69301,Silent,3105,female,0,0,2005
"1,958,711,603",,75+ years,San Marino,69301,Silent,1423,female,0,0,2005
"1,958,711,603",,15-24 years,San Marino,69301,Millenials,1440,male,0,0,2005
"1,958,711,603",,25-34 years,San Marino,69301,Generation X,2176,male,0,0,2005
"1,958,711,603",,35-54 years,San Marino,69301,Boomers,4793,male,0,0,2005
"1,958,711,603",,5-14 years,San Marino,69301,Millenials,1545,male,0,0,2005
"1,958,711,603",,75+ years,San Marino,69301,Silent,908,male,0,0,2005
"18,284,194,680",,75+ years,Serbia,2547,G.I. Generation,123440,male,119.09,147,1998
"18,284,194,680",,55-74 years,Serbia,2547,Silent,817210,male,46.74,382,1998
"18,284,194,680",,75+ years,Serbia,2547,G.I. Generation,200874,female,34.85,70,1998
"18,284,194,680",,35-54 years,Serbia,2547,Boomers,1082941,male,28.44,308,1998
"18,284,194,680",,25-34 years,Serbia,2547,Generation X,480472,male,22.27,107,1998
"18,284,194,680",,55-74 years,Serbia,2547,Silent,969361,female,20.32,197,1998
"18,284,194,680",,15-24 years,Serbia,2547,Generation X,521985,male,13.03,68,1998
"18,284,194,680",,35-54 years,Serbia,2547,Boomers,1097115,female,11.85,130,1998
"18,284,194,680",,25-34 years,Serbia,2547,Generation X,481780,female,5.4,26,1998
"18,284,194,680",,15-24 years,Serbia,2547,Generation X,502071,female,4.18,21,1998
"18,284,194,680",,5-14 years,Serbia,2547,Millenials,460897,male,0.65,3,1998
"18,284,194,680",,5-14 years,Serbia,2547,Millenials,440856,female,0.23,1,1998
"18,409,364,147",,75+ years,Serbia,2570,G.I. Generation,129749,male,129.48,168,1999
"18,409,364,147",,75+ years,Serbia,2570,G.I. Generation,213084,female,55.85,119,1999
"18,409,364,147",,55-74 years,Serbia,2570,Silent,804692,male,51.32,413,1999
"18,409,364,147",,35-54 years,Serbia,2570,Boomers,1085251,male,31.33,340,1999
"18,409,364,147",,55-74 years,Serbia,2570,Silent,953953,female,21.07,201,1999
"18,409,364,147",,25-34 years,Serbia,2570,Generation X,480354,male,17.07,82,1999
"18,409,364,147",,15-24 years,Serbia,2570,Generation X,522386,male,16.27,85,1999
"18,409,364,147",,35-54 years,Serbia,2570,Boomers,1102441,female,8.8,97,1999
"18,409,364,147",,25-34 years,Serbia,2570,Generation X,482265,female,6.43,31,1999
"18,409,364,147",,15-24 years,Serbia,2570,Generation X,503117,female,5.76,29,1999
"18,409,364,147",,5-14 years,Serbia,2570,Millenials,432529,female,0.69,3,1999
"18,409,364,147",,5-14 years,Serbia,2570,Millenials,453010,male,0.66,3,1999
"6,540,247,190",0.71,75+ years,Serbia,915,G.I. Generation,135980,male,119.14,162,2000
"6,540,247,190",0.71,55-74 years,Serbia,915,Silent,788999,male,52.85,417,2000
"6,540,247,190",0.71,75+ years,Serbia,915,G.I. Generation,224751,female,43.16,97,2000
"6,540,247,190",0.71,35-54 years,Serbia,915,Boomers,1091897,male,27.84,304,2000
"6,540,247,190",0.71,55-74 years,Serbia,915,Silent,934771,female,24.39,228,2000
"6,540,247,190",0.71,25-34 years,Serbia,915,Generation X,482971,male,20.29,98,2000
"6,540,247,190",0.71,15-24 years,Serbia,915,Generation X,521679,male,15.91,83,2000
"6,540,247,190",0.71,35-54 years,Serbia,915,Boomers,1110851,female,8.73,97,2000
"6,540,247,190",0.71,25-34 years,Serbia,915,Generation X,484418,female,6.4,31,2000
"6,540,247,190",0.71,15-24 years,Serbia,915,Generation X,502157,female,3.39,17,2000
"6,540,247,190",0.71,5-14 years,Serbia,915,Millenials,445855,male,1.12,5,2000
"6,540,247,190",0.71,5-14 years,Serbia,915,Millenials,424811,female,0.94,4,2000
"12,267,175,481",,75+ years,Serbia,1718,Silent,143189,male,113.84,163,2001
"12,267,175,481",,55-74 years,Serbia,1718,Silent,776659,male,47.12,366,2001
"12,267,175,481",,75+ years,Serbia,1718,Silent,237291,female,35.82,85,2001
"12,267,175,481",,35-54 years,Serbia,1718,Boomers,1097381,male,29.98,329,2001
"12,267,175,481",,25-34 years,Serbia,1718,Generation X,487989,male,18.85,92,2001
"12,267,175,481",,55-74 years,Serbia,1718,Silent,918529,female,18.83,173,2001
"12,267,175,481",,15-24 years,Serbia,1718,Millenials,519061,male,13.68,71,2001
"12,267,175,481",,35-54 years,Serbia,1718,Boomers,1117999,female,11.27,126,2001
"12,267,175,481",,25-34 years,Serbia,1718,Generation X,488261,female,4.3,21,2001
"12,267,175,481",,15-24 years,Serbia,1718,Millenials,498990,female,2.4,12,2001
"12,267,175,481",,5-14 years,Serbia,1718,Millenials,439347,male,0.91,4,2001
"12,267,175,481",,5-14 years,Serbia,1718,Millenials,417714,female,0,0,2001
"16,116,843,146",,75+ years,Serbia,2258,Silent,151768,male,108.72,165,2002
"16,116,843,146",,55-74 years,Serbia,2258,Silent,772635,male,53.07,410,2002
"16,116,843,146",,75+ years,Serbia,2258,Silent,250502,female,38.32,96,2002
"16,116,843,146",,35-54 years,Serbia,2258,Boomers,1094978,male,28.22,309,2002
"16,116,843,146",,25-34 years,Serbia,2258,Generation X,494298,male,19.02,94,2002
"16,116,843,146",,55-74 years,Serbia,2258,Silent,910921,female,18.55,169,2002
"16,116,843,146",,15-24 years,Serbia,2258,Millenials,516180,male,13.37,69,2002
"16,116,843,146",,35-54 years,Serbia,2258,Boomers,1116564,female,8.42,94,2002
"16,116,843,146",,25-34 years,Serbia,2258,Generation X,492285,female,4.67,23,2002
"16,116,843,146",,15-24 years,Serbia,2258,Millenials,495315,female,2.62,13,2002
"16,116,843,146",,5-14 years,Serbia,2258,Millenials,432109,male,0.93,4,2002
"16,116,843,146",,5-14 years,Serbia,2258,Millenials,410558,female,0,0,2002
"21,188,704,081",,75+ years,Serbia,2979,Silent,160745,male,98.29,158,2003
"21,188,704,081",,55-74 years,Serbia,2979,Silent,770873,male,44.62,344,2003
"21,188,704,081",,75+ years,Serbia,2979,Silent,262606,female,32.37,85,2003
"21,188,704,081",,35-54 years,Serbia,2979,Boomers,1083446,male,31.57,342,2003
"21,188,704,081",,25-34 years,Serbia,2979,Generation X,499406,male,17.82,89,2003
"21,188,704,081",,55-74 years,Serbia,2979,Silent,907413,female,17.08,155,2003
"21,188,704,081",,15-24 years,Serbia,2979,Millenials,511900,male,12.5,64,2003
"21,188,704,081",,35-54 years,Serbia,2979,Boomers,1106280,female,9.31,103,2003
"21,188,704,081",,25-34 years,Serbia,2979,Generation X,494582,female,4.45,22,2003
"21,188,704,081",,15-24 years,Serbia,2979,Millenials,490226,female,3.26,16,2003
"21,188,704,081",,5-14 years,Serbia,2979,Millenials,402011,female,0,0,2003
"21,188,704,081",,5-14 years,Serbia,2979,Millenials,422487,male,0,0,2003
"24,861,483,281",,75+ years,Serbia,3508,Silent,170536,male,103.2,176,2004
"24,861,483,281",,55-74 years,Serbia,3508,Silent,770962,male,48.77,376,2004
"24,861,483,281",,35-54 years,Serbia,3508,Boomers,1069970,male,27.66,296,2004
"24,861,483,281",,75+ years,Serbia,3508,Silent,274458,female,23.32,64,2004
"24,861,483,281",,55-74 years,Serbia,3508,Silent,906656,female,17.43,158,2004
"24,861,483,281",,25-34 years,Serbia,3508,Generation X,504902,male,14.66,74,2004
"24,861,483,281",,15-24 years,Serbia,3508,Millenials,506347,male,10.86,55,2004
"24,861,483,281",,35-54 years,Serbia,3508,Boomers,1093778,female,10.7,117,2004
"24,861,483,281",,25-34 years,Serbia,3508,Generation X,497596,female,4.02,20,2004
"24,861,483,281",,15-24 years,Serbia,3508,Millenials,484852,female,1.65,8,2004
"24,861,483,281",,5-14 years,Serbia,3508,Millenials,413105,male,0.24,1,2004
"24,861,483,281",,5-14 years,Serbia,3508,Millenials,393202,female,0,0,2004
"26,252,007,830",0.741,75+ years,Serbia,3719,Silent,180107,male,108.27,195,2005
"26,252,007,830",0.741,55-74 years,Serbia,3719,Silent,773127,male,49.41,382,2005
"26,252,007,830",0.741,75+ years,Serbia,3719,Silent,286007,female,36.01,103,2005
"26,252,007,830",0.741,35-54 years,Serbia,3719,Boomers,1054508,male,27.98,295,2005
"26,252,007,830",0.741,55-74 years,Serbia,3719,Silent,907793,female,18.95,172,2005
"26,252,007,830",0.741,25-34 years,Serbia,3719,Generation X,509858,male,16.87,86,2005
"26,252,007,830",0.741,35-54 years,Serbia,3719,Boomers,1078540,female,10.57,114,2005
"26,252,007,830",0.741,15-24 years,Serbia,3719,Millenials,499116,male,9.02,45,2005
"26,252,007,830",0.741,25-34 years,Serbia,3719,Generation X,501034,female,5.99,30,2005
"26,252,007,830",0.741,15-24 years,Serbia,3719,Millenials,478193,female,2.51,12,2005
"26,252,007,830",0.741,5-14 years,Serbia,3719,Millenials,405216,male,0.74,3,2005
"26,252,007,830",0.741,5-14 years,Serbia,3719,Millenials,385483,female,0,0,2005
